Event,Date,Time,Latitude,Longitude,Depth(km),Intensity,Magnitude,Type Mag,Location
es2022dyjvn,2022-02-26,00:32:54,28.1188,-16.2531,26.0,,0.7,4,ATLÁNTICO-CANARIAS
es2022dyayy,2022-02-25,20:04:06,28.1886,-16.6351,10.0,,1.1,4,N VILAFLOR DE CHASNA.ITF
es2022dyayj,2022-02-25,20:03:26,28.2312,-16.6798,11.0,,1.4,4,NW VILAFLOR DE CHASNA.ITF
es2022dyayf,2022-02-25,20:03:15,28.2362,-16.6927,11.0,,1.2,4,NE GUÍA DE ISORA.ITF
es2022dyaxw,2022-02-25,20:03:01,28.226,-16.6652,13.0,,1.1,4,NW VILAFLOR DE CHASNA.ITF
es2022dwzkp,2022-02-25,06:09:06,27.9965,-16.327,14.0,,1.5,4,ATLÁNTICO-CANARIAS
es2022dwqdh,2022-02-25,01:27:49,28.0266,-16.2986,0.0,,0.9,4,ATLÁNTICO-CANARIAS
es2022dwdro,2022-02-24,19:10:24,28.2353,-16.6792,13.0,,1.1,4,NW VILAFLOR DE CHASNA.ITF
es2022dvlif,2022-02-24,09:54:02,28.2281,-16.6747,16.0,,1.1,4,NW VILAFLOR DE CHASNA.ITF
es2022dubnp,2022-02-23,15:49:15,28.2393,-16.659,14.0,,1.4,4,NW VILAFLOR DE CHASNA.ITF
es2022dtenp,2022-02-23,04:12:10,28.1704,-16.2137,11.0,,1.7,4,ATLÁNTICO-CANARIAS
es2022dryru,2022-02-22,12:07:13,28.0279,-16.1976,10.0,,1.6,4,ATLÁNTICO-CANARIAS
es2022drcvv,2022-02-22,01:05:10,28.1616,-16.2144,16.0,,2.0,4,ATLÁNTICO-CANARIAS
es2022drbfu,2022-02-22,00:16:13,28.1732,-16.3213,5.0,,1.5,4,SE FASNIA.ITF
es2022dqyma,2022-02-21,22:52:30,28.0398,-16.3017,16.0,,1.5,4,ATLÁNTICO-CANARIAS
es2022dqrcb,2022-02-21,19:08:44,27.9923,-16.3672,6.0,,1.9,4,ATLÁNTICO-CANARIAS
es2022dqqvk,2022-02-21,19:00:59,28.1342,-16.2214,23.0,,0.9,4,ATLÁNTICO-CANARIAS
es2022dpexb,2022-02-20,23:51:15,28.2379,-16.6871,11.0,,1.1,4,NE GUÍA DE ISORA.ITF
es2022dnqcs,2022-02-20,03:15:13,28.2848,-16.641,2.0,,0.5,4,S LA GUANCHA.ITF
es2022dniac,2022-02-19,23:09:44,28.0775,-16.2071,5.0,,1.7,4,ATLÁNTICO-CANARIAS
es2022dnewc,2022-02-19,21:34:08,28.0171,-16.2582,5.0,,1.7,4,ATLÁNTICO-CANARIAS
es2022dnemd,2022-02-19,21:22:31,28.0614,-16.1846,13.0,II,3.7,4,ATLÁNTICO-CANARIAS
es2022dnapn,2022-02-19,19:25:15,28.506,-16.4094,1.0,,1.6,4,NE TACORONTE.ITF
es2022dmooz,2022-02-19,13:20:56,28.0637,-16.2445,31.0,,2.0,4,ATLÁNTICO-CANARIAS
es2022dmdcx,2022-02-19,07:33:28,28.0781,-16.2854,22.0,,2.0,4,ATLÁNTICO-CANARIAS
es2022dlslm,2022-02-19,02:10:04,28.2669,-16.6536,3.0,,0.9,4,S LA GUANCHA.ITF
es2022dktbd,2022-02-18,13:20:19,28.1371,-16.2157,11.0,,1.7,4,ATLÁNTICO-CANARIAS
es2022djgst,2022-02-17,17:58:52,28.0927,-16.2369,4.0,,1.6,4,ATLÁNTICO-CANARIAS
es2022dishx,2022-02-17,10:41:56,27.9523,-16.3058,33.0,,1.9,4,ATLÁNTICO-CANARIAS
es2022digjx,2022-02-17,04:40:36,28.2623,-16.1052,16.0,,1.7,4,ATLÁNTICO-CANARIAS
es2022dhslt,2022-02-16,21:38:25,28.0716,-16.2088,8.0,,1.4,4,ATLÁNTICO-CANARIAS
es2022dgnht,2022-02-16,05:54:14,28.1025,-16.2455,2.0,,1.9,4,ATLÁNTICO-CANARIAS
es2022dgkjr,2022-02-16,04:25:33,28.4597,-16.6337,28.0,,0.9,4,N SAN JUAN DE LA RAMBLA.ITF
es2022dgfwt,2022-02-16,02:09:15,28.1413,-16.6664,10.0,,0.5,4,SW VILAFLOR DE CHASNA.ITF
es2022dervt,2022-02-15,05:55:47,27.9198,-16.0951,15.0,,2.4,4,ATLÁNTICO-CANARIAS
es2022denpb,2022-02-15,03:46:48,28.1966,-16.3126,31.0,,0.8,4,SE FASNIA.ITF
es2022debwg,2022-02-14,21:51:27,28.5572,-16.7766,28.0,,1.5,4,ATLÁNTICO-CANARIAS
es2022dcyxr,2022-02-14,07:14:13,28.1488,-16.6715,9.0,,0.5,4,W VILAFLOR DE CHASNA.ITF
es2022dcyvp,2022-02-14,07:11:49,28.1422,-16.6594,9.0,,1.2,4,SW VILAFLOR DE CHASNA.ITF
es2022dcmsm,2022-02-14,01:04:25,28.1348,-16.5245,18.0,,1.2,4,E GRANADILLA DE ABONA.ITF
es2022dcgbc,2022-02-13,21:42:18,28.0996,-16.1782,23.0,,2.4,4,ATLÁNTICO-CANARIAS
es2022dbsza,2022-02-13,15:05:52,28.1677,-16.2263,15.0,,1.7,4,ATLÁNTICO-CANARIAS
es2022dbkty,2022-02-13,10:57:35,28.1767,-16.6558,9.0,,0.5,4,NW VILAFLOR DE CHASNA.ITF
es2022dbktc,2022-02-13,10:56:34,28.1653,-16.648,8.0,,0.6,4,NW VILAFLOR DE CHASNA.ITF
es2022dbkrs,2022-02-13,10:54:59,28.1675,-16.6246,15.0,,1.0,4,NE VILAFLOR DE CHASNA.ITF
es2022czvag,2022-02-12,13:52:01,28.2351,-16.6794,14.0,,0.9,4,NW VILAFLOR DE CHASNA.ITF
es2022czuzx,2022-02-12,13:51:37,28.2384,-16.6564,15.0,,0.9,4,N VILAFLOR DE CHASNA.ITF
es2022czmzn,2022-02-12,09:48:42,28.2511,-16.6866,2.0,,0.7,4,NE GUÍA DE ISORA.ITF
es2022czexd,2022-02-12,05:43:29,28.1427,-16.2657,3.0,,0.9,4,ATLÁNTICO-CANARIAS
es2022czeuo,2022-02-12,05:40:29,28.2287,-16.3299,34.0,,1.7,4,E FASNIA.ITF
es2022cyqjs,2022-02-11,22:23:31,28.1547,-16.7229,4.0,,0.7,4,N ADEJE.ITF
es2022cypvb,2022-02-11,22:06:26,28.1399,-16.7331,5.0,,0.6,4,NW ADEJE.ITF
es2022cxqfo,2022-02-11,09:10:38,28.1699,-16.5092,18.0,,1.1,4,W ARICO.ITF
es2022cwytx,2022-02-11,00:21:51,28.083,-16.288,10.0,,0.9,4,ATLÁNTICO-CANARIAS
es2022cwvqj,2022-02-10,22:46:50,28.1623,-16.7252,6.0,,1.1,4,N ADEJE.ITF
es2022cwffy,2022-02-10,14:29:45,28.181,-16.2107,8.0,,0.8,4,ATLÁNTICO-CANARIAS
es2022cvqub,2022-02-10,07:11:36,28.2187,-16.6713,11.0,,0.5,4,NW VILAFLOR DE CHASNA.ITF
es2022cvqti,2022-02-10,07:10:45,28.2277,-16.6731,5.0,,0.0,4,NW VILAFLOR DE CHASNA.ITF
es2022cupio,2022-02-09,17:19:50,28.0932,-16.2912,26.0,,1.6,4,ATLÁNTICO-CANARIAS
es2022crsdu,2022-02-08,03:21:18,28.0505,-16.2248,21.0,,2.3,4,ATLÁNTICO-CANARIAS
es2022crhap,2022-02-07,21:44:12,28.1412,-16.2931,31.0,,1.6,4,ATLÁNTICO-CANARIAS
es2022crboi,2022-02-07,18:58:18,28.1211,-16.3615,31.0,,2.2,4,SE ARICO.ITF
es2022cqhrl,2022-02-07,08:55:51,27.9954,-16.2207,8.0,,1.9,4,ATLÁNTICO-CANARIAS
es2022cqfff,2022-02-07,07:40:57,28.1931,-16.3198,33.0,,1.9,4,SE FASNIA.ITF
es2022cpgzi,2022-02-06,19:26:44,28.1896,-16.4839,13.0,,1.1,4,NW ARICO.ITF
es2022cpakd,2022-02-06,16:07:12,28.0857,-16.1779,24.0,,2.2,4,ATLÁNTICO-CANARIAS
es2022coaju,2022-02-06,02:58:48,28.1389,-16.7319,7.0,,0.9,4,NW ADEJE.ITF
es2022cnubs,2022-02-05,23:47:31,28.2465,-16.6882,12.0,,0.6,4,NE GUÍA DE ISORA.ITF
es2022cmsqc,2022-02-05,09:55:42,28.2614,-16.6291,3.0,,0.6,4,N VILAFLOR DE CHASNA.ITF
es2022clsoz,2022-02-04,20:46:25,28.142,-16.1558,4.0,,1.5,4,ATLÁNTICO-CANARIAS
es2022ckkpn,2022-02-04,03:36:36,28.2667,-16.6271,2.0,,0.1,4,S LA GUANCHA.ITF
es2022ckeug,2022-02-04,00:40:16,28.1579,-16.67,7.0,,0.4,4,W VILAFLOR DE CHASNA.ITF
es2022ciovx,2022-02-03,03:29:16,28.15,-16.7525,7.0,,0.5,4,NW ADEJE.ITF
es2022chbyx,2022-02-02,07:50:48,28.2727,-16.6522,3.0,,0.3,4,S LA GUANCHA.ITF
es2022cfxfp,2022-02-01,16:19:04,28.1124,-16.1864,44.0,,2.0,4,ATLÁNTICO-CANARIAS
es2022ccqff,2022-01-30,21:22:30,28.2315,-16.6581,18.0,,1.3,4,NW VILAFLOR DE CHASNA.ITF
es2022ccqcb,2022-01-30,21:18:46,28.2395,-16.6908,13.0,,0.9,4,NE GUÍA DE ISORA.ITF
es2022ccmmu,2022-01-30,19:30:06,28.0698,-16.2235,18.0,,1.6,4,ATLÁNTICO-CANARIAS
es2022cclia,2022-01-30,18:54:12,28.3745,-16.7997,28.0,,0.5,4,NE LOS SILOS.ITF
es2022ccjqf,2022-01-30,18:03:08,28.3519,-16.5465,1.0,,0.3,4,SW LA OROTAVA.ITF
es2022cbkrc,2022-01-30,05:26:30,28.2661,-16.6399,4.0,,0.4,4,S LA GUANCHA.ITF
es2022cbjza,2022-01-30,05:05:25,28.2263,-16.6623,11.0,,0.8,4,NW VILAFLOR DE CHASNA.ITF
es2022cbdcd,2022-01-30,01:36:55,28.1855,-16.1662,22.0,,1.0,4,ATLÁNTICO-CANARIAS
es2022cbcig,2022-01-30,01:13:43,28.2442,-16.6834,13.0,,0.7,4,NE GUÍA DE ISORA.ITF
es2022cbaah,2022-01-30,00:04:33,28.2432,-16.679,14.0,,0.6,4,NE GUÍA DE ISORA.ITF
es2022cazuo,2022-01-29,23:57:07,28.2517,-16.6891,13.0,,1.1,4,NE GUÍA DE ISORA.ITF
es2022bznpb,2022-01-29,04:39:03,28.0755,-16.5052,10.0,,0.9,4,SE GRANADILLA DE ABONA.ITF
es2022bzmvy,2022-01-29,04:16:46,28.1416,-16.7279,8.0,,0.9,4,N ADEJE.ITF
es2022bzmfl,2022-01-29,03:57:32,27.9788,-16.2604,10.0,,1.5,4,ATLÁNTICO-CANARIAS
es2022bzhon,2022-01-29,01:36:37,28.0583,-16.2065,10.0,,1.5,4,ATLÁNTICO-CANARIAS
es2022bydlm,2022-01-28,10:23:51,28.0199,-16.331,11.0,,1.7,4,ATLÁNTICO-CANARIAS
es2022bxjti,2022-01-28,00:26:49,28.2691,-16.6354,0.0,,0.6,4,S LA GUANCHA.ITF
es2022bvftp,2022-01-26,20:09:56,28.1065,-16.1456,4.0,,1.5,4,ATLÁNTICO-CANARIAS
es2022bvdwu,2022-01-26,19:13:01,28.0128,-16.3126,30.0,,1.8,4,ATLÁNTICO-CANARIAS
es2022btvjs,2022-01-26,01:47:19,28.141,-16.7289,7.0,,0.7,4,NW ADEJE.ITF
es2022bqsxo,2022-01-24,09:08:35,28.2664,-16.6341,3.0,,0.7,4,S LA GUANCHA.ITF
es2022bqspu,2022-01-24,08:59:32,28.2676,-16.6316,3.0,,0.6,4,S LA GUANCHA.ITF
es2022bofqo,2022-01-23,00:10:25,28.0625,-16.1826,9.0,,1.9,4,ATLÁNTICO-CANARIAS
es2022bnyff,2022-01-22,20:25:05,28.0961,-16.3029,30.0,,0.9,4,ATLÁNTICO-CANARIAS
es2022bntph,2022-01-22,18:05:19,27.9645,-16.3295,6.0,,1.6,4,ATLÁNTICO-CANARIAS
es2022bnbfm,2022-01-22,08:48:17,28.0272,-16.1281,28.0,,1.7,4,ATLÁNTICO-CANARIAS
es2022bnbeq,2022-01-22,08:47:19,28.133,-16.7316,7.0,,0.5,4,NW ADEJE.ITF
es2022bmzhs,2022-01-22,07:50:19,28.1361,-16.7332,7.0,,0.6,4,NW ADEJE.ITF
es2022bmuco,2022-01-22,05:12:47,28.188,-16.191,7.0,,1.4,4,ATLÁNTICO-CANARIAS
es2022bmins,2022-01-21,23:22:07,28.2692,-16.634,3.0,,0.1,4,S LA GUANCHA.ITF
es2022blaik,2022-01-21,06:05:28,28.1445,-16.7392,6.0,,0.8,4,NW ADEJE.ITF
es2022bkcyn,2022-01-20,18:16:50,28.2925,-16.6816,7.0,,0.3,4,SE ICOD DE LOS VINOS.ITF
es2022bitpq,2022-01-20,00:25:44,28.1551,-16.735,6.0,,1.2,4,NW ADEJE.ITF
es2022bgtgm,2022-01-18,21:59:06,28.1466,-16.7221,5.0,,0.9,4,N ADEJE.ITF
es2022bflyy,2022-01-18,05:10:09,28.1045,-16.1643,8.0,,1.8,4,ATLÁNTICO-CANARIAS
es2022beqmb,2022-01-17,18:18:43,28.2251,-16.618,0.0,,0.3,4,N VILAFLOR DE CHASNA.ITF
es2022beevg,2022-01-17,12:25:43,28.173,-16.6379,7.0,,0.7,4,N VILAFLOR DE CHASNA.ITF
es2022beeov,2022-01-17,12:18:13,28.2246,-16.6327,5.0,,0.1,4,N VILAFLOR DE CHASNA.ITF
es2022bciuq,2022-01-16,12:10:15,28.2657,-16.6359,1.0,,0.2,4,S LA GUANCHA.ITF
es2022bbjne,2022-01-15,23:23:53,28.2805,-16.4858,9.0,,0.7,4,NW FASNIA.ITF
es2022baodz,2022-01-15,12:36:40,28.0642,-16.1529,37.0,,2.1,4,ATLÁNTICO-CANARIAS
es2022azqvk,2022-01-15,00:49:36,28.154,-16.7289,6.0,,1.0,4,N ADEJE.ITF
es2022awwwk,2022-01-13,12:28:40,28.1662,-16.4613,14.0,,0.9,4,SE ARICO.ITF
es2022avqss,2022-01-12,20:14:31,28.1527,-16.7301,8.0,,1.2,4,N ADEJE.ITF
es2022avqjd,2022-01-12,20:03:22,28.1522,-16.7308,5.0,,0.6,4,N ADEJE.ITF
es2022auncq,2022-01-12,05:16:51,28.1463,-16.727,6.0,,0.6,4,N ADEJE.ITF
es2022aubgv,2022-01-11,23:18:04,28.281,-16.4407,27.0,,1.1,4,N FASNIA.ITF
es2022atvfj,2022-01-11,20:14:31,28.1383,-16.143,6.0,,1.3,4,ATLÁNTICO-CANARIAS
es2022atraj,2022-01-11,18:07:27,28.0175,-16.1951,7.0,,1.0,4,ATLÁNTICO-CANARIAS
es2022atbgy,2022-01-11,10:10:13,28.001,-16.3633,0.0,,1.2,4,ATLÁNTICO-CANARIAS
es2022asrmu,2022-01-11,05:13:56,28.144,-16.7373,6.0,,0.3,4,NW ADEJE.ITF
es2022asnng,2022-01-11,03:13:15,28.1469,-16.7361,6.0,,0.7,4,NW ADEJE.ITF
es2022ashih,2022-01-11,00:05:38,28.1464,-16.2679,33.0,,1.6,4,ATLÁNTICO-CANARIAS
es2022arypo,2022-01-10,19:41:20,28.1702,-16.2239,9.0,,1.5,4,ATLÁNTICO-CANARIAS
es2022arsbj,2022-01-10,16:22:56,28.1447,-16.7332,7.0,,0.7,4,NW ADEJE.ITF
es2022apzrs,2022-01-09,17:58:12,27.9879,-16.2107,8.0,,2.0,4,ATLÁNTICO-CANARIAS
es2022aoxbn,2022-01-09,03:30:43,28.1534,-16.74,7.0,,0.1,4,NW ADEJE.ITF
es2022aojvi,2022-01-08,20:49:29,28.1478,-16.7323,5.0,,0.5,4,NW ADEJE.ITF
es2022aohwm,2022-01-08,19:50:12,28.0499,-16.1553,8.0,,1.9,4,ATLÁNTICO-CANARIAS
es2022aogyb,2022-01-08,19:21:44,28.1376,-16.7391,7.0,,0.5,4,NW ADEJE.ITF
es2022aofne,2022-01-08,18:38:44,28.1374,-16.7436,7.0,,0.5,4,NW ADEJE.ITF
es2022aoaoa,2022-01-08,16:08:13,28.0291,-16.1742,17.0,,2.2,4,ATLÁNTICO-CANARIAS
es2022aoahq,2022-01-08,16:00:46,28.0259,-16.1523,6.0,,2.4,4,ATLÁNTICO-CANARIAS
es2022anakt,2022-01-08,02:56:24,28.1389,-16.7434,7.0,,0.6,4,NW ADEJE.ITF
es2022amwxj,2022-01-08,01:09:52,28.5272,-16.511,28.0,,2.2,4,NW EL SAUZAL.ITF
es2022akohf,2022-01-06,18:32:35,28.1413,-16.7389,7.0,,0.2,4,NW ADEJE.ITF
es2022ajmnk,2022-01-06,04:31:13,28.0371,-16.1913,21.0,,1.2,4,ATLÁNTICO-CANARIAS
es2022airfm,2022-01-05,17:45:32,28.2514,-16.6922,11.0,,0.5,4,NE GUÍA DE ISORA.ITF
es2022aipkz,2022-01-05,16:51:20,28.1374,-16.739,7.0,,0.7,4,NW ADEJE.ITF
es2022ahqwg,2022-01-05,04:26:47,28.2629,-16.5439,2.0,,1.0,4,W FASNIA.ITF
es2022ahnbl,2022-01-05,02:31:37,28.2834,-16.5389,3.0,,-0.3,4,NW FASNIA.ITF
es2022ahcop,2022-01-04,21:13:34,28.2432,-16.6909,13.0,,0.6,4,NE GUÍA DE ISORA.ITF
es2022agvcn,2022-01-04,17:27:20,28.2417,-16.7031,15.0,,0.6,4,NE GUÍA DE ISORA.ITF
es2022afyit,2022-01-04,05:57:32,28.2963,-16.5087,3.0,,0.6,4,NW FASNIA.ITF
es2022afxcr,2022-01-04,05:20:09,28.2675,-16.6382,2.0,,-0.1,4,S LA GUANCHA.ITF
es2022afqyb,2022-01-04,02:12:56,28.1373,-16.7356,6.0,,0.4,4,NW ADEJE.ITF
es2022afjrv,2022-01-03,22:33:29,28.0604,-16.1632,0.0,,0.7,4,ATLÁNTICO-CANARIAS
es2022aegca,2022-01-03,07:36:08,28.273,-16.4793,5.0,,0.2,4,NW FASNIA.ITF
es2022aeeak,2022-01-03,06:33:39,28.1462,-16.7346,6.0,,0.3,4,NW ADEJE.ITF
es2022aebcc,2022-01-03,05:04:42,28.1326,-16.7475,6.0,,0.3,4,NW ADEJE.ITF
es2022adrxd,2022-01-03,00:26:08,28.1062,-16.1866,0.0,,1.9,4,ATLÁNTICO-CANARIAS
es2022adaar,2022-01-02,15:24:46,28.1739,-16.2177,29.0,,0.9,4,ATLÁNTICO-CANARIAS
es2022acnxl,2022-01-02,09:17:18,28.148,-16.7341,7.0,,0.7,4,NW ADEJE.ITF
es2022acjft,2022-01-02,06:55:26,28.1377,-16.7375,6.0,,0.2,4,NW ADEJE.ITF
es2022acitr,2022-01-02,06:41:22,28.0523,-16.185,20.0,,0.9,4,ATLÁNTICO-CANARIAS
es2022abuwi,2022-01-01,23:40:04,28.0866,-16.207,8.0,,1.8,4,ATLÁNTICO-CANARIAS
es2022abuod,2022-01-01,23:30:32,28.1466,-16.724,8.0,,1.3,4,N ADEJE.ITF
es2022abojt,2022-01-01,20:23:39,28.1301,-16.7225,6.0,,0.4,4,N ADEJE.ITF
es2022abmgo,2022-01-01,19:19:20,28.1334,-16.7203,6.0,,0.3,4,N ADEJE.ITF
es2022aapfy,2022-01-01,07:41:47,28.1347,-16.7139,5.0,,1.0,4,NE ADEJE.ITF
es2022aaomn,2022-01-01,07:18:52,28.131,-16.7318,7.0,,0.2,4,NW ADEJE.ITF
es2022aamwg,2022-01-01,06:29:38,28.3263,-16.7753,11.0,,0.3,4,S EL TANQUE.ITF
es2022aaixe,2022-01-01,04:29:27,28.1304,-16.7331,8.0,,0.3,4,NW ADEJE.ITF
es2022aaitd,2022-01-01,04:24:45,28.1317,-16.731,6.0,,0.3,4,NW ADEJE.ITF
