yyyymmdd,hhmmss.sss,lat,lon,depth,Mw,q1,q2,nSta,nPha,ID,sourceType,Swarm,Phase
20211227,014040.000,28.6209,-17.892,1.5,1.6,0,0,0,0, es2021ziaci,0,,3
20211227,013338.000,28.613,-17.9256,0.3,1.2,0,0,0,0, es2021zhzwk,0,,3
20211227,012336.000,28.6057,-17.9067,2.1,0.9,0,0,0,0, es2021zhznu,0,,3
20211227,004751.000,28.6312,-17.9072,12.0,1.2,0,0,0,0, es2021zhyjc,0,,3
20211227,004320.000,28.5643,-17.8698,0.2,0.9,0,0,0,0, es2021zhyfg,0,,3
20211226,225056.000,28.5618,-17.8574,11.8,1.6,0,0,0,0, es2021zhumv,0,,3
20211226,224447.000,28.5636,-17.8839,18.5,1.5,0,0,0,0, es2021zhuho,0,,3
20211226,224038.000,28.5574,-17.8438,11.4,1.6,0,0,0,0, es2021zhudz,0,,3
20211226,214305.000,28.5879,-17.901,9.8,1.5,0,0,0,0, es2021zhsgq,0,,3
20211226,213327.000,28.5688,-17.8664,4.0,1.2,0,0,0,0, es2021zhryi,0,,3
20211226,195846.000,28.5524,-17.8512,11.4,1.5,0,0,0,0, es2021zhovd,0,,3
20211226,192247.000,28.6192,-17.7695,39.5,2.8,0,0,0,0, es2021zhnqh,0,,3
20211226,180204.000,28.5498,-17.8354,12.6,1.5,0,0,0,0, es2021zhkyv,0,,3
20211226,172649.000,28.6186,-17.886,1.2,1.4,0,0,0,0, es2021zhjut,0,,3
20211226,152901.000,28.5559,-17.8435,11.5,1.8,0,0,0,0, es2021zhfxs,0,,3
20211226,151224.000,28.569,-17.8424,11.4,1.6,0,0,0,0, es2021zhfjl,0,,3
20211226,141027.000,28.6228,-17.9146,1.8,1.4,0,0,0,0, es2021zhdih,0,,3
20211226,131028.000,28.6149,-17.892,10.7,1.3,0,0,0,0, es2021zhbiu,0,,3
20211226,094649.000,28.5696,-17.8343,15.4,2.2,0,0,0,0, es2021zguqd,0,,3
20211226,091324.000,28.6343,-17.9327,2.8,1.3,0,0,0,0, es2021zgtnm,0,,3
20211226,085951.000,28.5559,-17.8327,13.3,2.1,0,0,0,0, es2021zgtbv,0,,3
20211226,081834.000,28.6465,-17.8817,2.6,0.9,0,0,0,0, es2021zgrsl,0,,3
20211226,081439.000,28.6433,-17.9112,2.2,1.2,0,0,0,0, es2021zgrpb,0,,3
20211226,080954.000,28.6104,-17.9359,0.6,1.2,0,0,0,0, es2021zgrkz,0,,3
20211226,080333.000,28.6093,-17.9323,3.0,1.4,0,0,0,0, es2021zgrfn,0,,3
20211226,070532.000,28.5629,-17.847,12.2,2.2,0,0,0,0, es2021zgpht,0,,3
20211226,051937.000,28.6152,-17.8228,37.2,2.2,0,0,0,0, es2021zglux,0,,3
20211226,021640.000,28.6146,-17.9146,1.3,1.4,0,0,0,0, es2021zgfty,0,,3
20211225,162821.000,28.5582,-17.8641,15.9,1.7,0,0,0,0, es2021zfmjg,0,,3
20211225,162311.000,28.5176,-17.8422,14.7,1.7,0,0,0,0, es2021zfmev,0,,3
20211225,161629.000,28.5512,-17.8394,10.2,2.5,0,0,0,0, es2021zflzc,0,,3
20211225,114522.000,28.5936,-17.946,3.0,1.6,0,0,0,0, es2021zfdam,0,,3
20211225,103104.000,28.5627,-17.8493,10.7,2.5,0,0,0,0, es2021zfaot,0,,3
20211225,063337.000,28.5718,-17.8337,11.2,1.5,0,0,0,0, es2021zestb,0,,3
20211225,063029.000,28.5607,-17.8328,12.8,2.0,0,0,0,0, es2021zesqj,0,,3
20211225,035859.000,28.5668,-17.8372,11.2,1.6,0,0,0,0, es2021zenqk,0,,3
20211225,001528.000,28.6288,-17.8822,1.6,1.2,0,0,0,0, es2021zeggq,0,,3
20211224,224511.000,28.55,-17.8357,14.3,1.8,0,0,0,0, es2021zedhf,0,,3
20211224,221745.000,28.5573,-17.8255,11.9,1.8,0,0,0,0, es2021zecjn,0,,3
20211224,221159.000,28.5552,-17.8446,11.7,1.9,0,0,0,0, es2021zeces,0,,3
20211224,204433.000,28.5589,-17.8477,11.5,1.8,0,0,0,0, es2021zdzhl,0,,3
20211224,195228.000,28.5604,-17.8757,13.6,1.6,0,0,0,0, es2021zdxoy,0,,3
20211224,190511.000,28.6301,-17.895,3.5,1.5,0,0,0,0, es2021zdwam,0,,3
20211224,183641.000,28.6261,-17.8899,1.5,2.6,0,0,0,0, es2021zdvbz,0,,3
20211224,175029.000,28.562,-17.8291,13.4,2.6,0,0,0,0, es2021zdtok,0,,3
20211224,164908.000,28.6077,-17.8824,2.2,1.7,0,0,0,0, es2021zdrns,0,,3
20211224,104306.000,28.5768,-17.8248,35.7,3.0,0,0,0,0, es2021zdflo,0,,3
20211224,095157.000,28.5632,-17.8325,10.8,2.5,0,0,0,0, es2021zddtv,0,,3
20211224,061452.000,28.6161,-17.8744,34.2,2.5,0,0,0,0, es2021zcwpp,0,,3
20211224,020902.000,28.55,-17.8548,13.5,2.1,0,0,0,0, es2021zcomp,0,,3
20211224,013810.000,28.5633,-17.8225,9.3,1.9,0,0,0,0, es2021zcnmg,0,,3
20211224,005611.000,28.577,-17.8315,13.8,1.9,0,0,0,0, es2021zcmch,0,,3
20211224,004338.000,28.6208,-17.9227,7.9,1.6,0,0,0,0, es2021zclrl,0,,3
20211223,190712.000,28.5677,-17.8359,8.5,1.7,0,0,0,0, es2021zcaow,0,,3
20211223,190217.000,28.5528,-17.7965,12.2,1.8,0,0,0,0, es2021zcakq,0,,3
20211223,150828.000,28.5757,-17.855,8.6,2.0,0,0,0,0, es2021zbssa,0,,3
20211223,144945.000,28.5649,-17.7954,21.3,2.0,0,0,0,0, es2021zbsca,0,,3
20211223,133201.000,28.5556,-17.8461,12.8,1.8,0,0,0,0, es2021zbpnh,0,,3
20211223,131136.000,28.5719,-17.8219,10.8,1.4,0,0,0,0, es2021zbovu,0,,3
20211223,124313.000,28.5621,-17.8483,11.6,2.1,0,0,0,0, es2021zbnxk,0,,3
20211223,105801.000,28.6353,-17.8775,39.1,2.2,0,0,0,0, es2021zbklh,0,,3
20211223,064958.000,28.5574,-17.8262,10.7,2.4,0,0,0,0, es2021zbcgj,0,,3
20211223,042235.000,28.5573,-17.8449,9.6,2.2,0,0,0,0, es2021zaxjl,0,,3
20211223,040849.000,28.5481,-17.8389,13.4,2.1,0,0,0,0, es2021zawyd,0,,3
20211222,235400.000,28.6266,-17.8851,0.3,1.3,0,0,0,0, es2021zaonn,0,,3
20211222,230047.000,28.5703,-17.844,9.7,1.5,0,0,0,0, es2021zamtx,0,,3
20211222,225312.000,28.6057,-17.8992,6.9,1.1,0,0,0,0, es2021zamnj,0,,3
20211222,225147.000,28.6032,-17.8859,5.9,1.4,0,0,0,0, es2021zamme,0,,3
20211222,225021.000,28.5982,-17.9028,3.7,1.4,0,0,0,0, es2021zamky,0,,3
20211222,222152.000,28.5655,-17.8483,11.4,1.8,0,0,0,0, es2021zalmm,0,,3
20211222,221240.000,28.6146,-17.8614,5.1,1.3,0,0,0,0, es2021zalep,0,,3
20211222,214549.000,28.5767,-17.8495,8.9,1.5,0,0,0,0, es2021zakhp,0,,3
20211222,213135.000,28.5704,-17.8914,11.1,1.4,0,0,0,0, es2021zajvk,0,,3
20211222,203323.000,28.5948,-17.8003,37.9,2.5,0,0,0,0, es2021zahxl,0,,3
20211222,200009.000,28.6168,-17.9007,35.1,2.0,0,0,0,0, es2021zagux,0,,3
20211222,185854.000,28.6113,-17.8825,4.0,1.9,0,0,0,0, es2021zaeuj,0,,3
20211222,184336.000,28.564,-17.8494,8.9,1.5,0,0,0,0, es2021zaehf,0,,3
20211222,182935.000,28.5669,-17.8359,11.7,2.2,0,0,0,0, es2021zadvf,0,,3
20211222,143712.000,28.5744,-17.8233,14.7,1.9,0,0,0,0, es2021yzwdw,0,,3
20211222,140715.000,28.6116,-17.8624,12.4,2.1,0,0,0,0, es2021yzvee,0,,3
20211222,084301.000,28.5612,-17.8571,11.4,2.4,0,0,0,0, es2021yzkma,0,,3
20211222,082408.000,28.5596,-17.8548,12.4,2.1,0,0,0,0, es2021yzjvv,0,,3
20211222,050627.000,28.5644,-17.792,13.8,1.6,0,0,0,0, es2021yzdif,0,,3
20211222,035931.000,28.5576,-17.8458,13.7,2.1,0,0,0,0, es2021yzbcv,0,,3
20211222,022258.000,28.5619,-17.8321,11.5,1.9,0,0,0,0, es2021yyxxz,0,,3
20211222,014709.000,28.5574,-17.8739,14.8,1.7,0,0,0,0, es2021yywth,0,,3
20211222,014602.000,28.5832,-17.9557,2.0,1.5,0,0,0,0, es2021yywsh,0,,3
20211222,004909.000,28.5644,-17.7898,14.3,1.6,0,0,0,0, es2021yyuvm,0,,3
20211221,225909.000,28.5666,-17.8242,13.1,2.0,0,0,0,0, es2021yyrfe,0,,3
20211221,222526.000,28.6226,-17.8889,1.0,1.4,0,0,0,0, es2021yyqcf,0,,3
20211221,182124.000,28.6117,-17.8909,5.0,1.9,0,0,0,0, es2021yyiaw,0,,3
20211221,173202.000,28.555,-17.8422,13.9,2.2,0,0,0,0, es2021yygki,0,,3
20211221,173032.000,28.5602,-17.8567,13.8,2.1,0,0,0,0, es2021yygjg,0,,3
20211221,164135.000,28.5774,-17.8381,13.0,2.0,0,0,0,0, es2021yyetg,0,,3
20211221,163609.000,28.5687,-17.8614,12.3,2.0,0,0,0,0, es2021yyeoo,0,,3
20211221,162840.000,28.5592,-17.8373,12.9,2.7,0,0,0,0, es2021yyeid,0,,3
20211221,152518.000,28.5619,-17.8439,14.6,2.2,0,0,0,0, es2021yycfu,0,,3
20211221,152227.000,28.5718,-17.8508,13.8,1.8,0,0,0,0, es2021yycdj,0,,3
20211221,145750.000,28.5871,-17.8467,13.5,2.0,0,0,0,0, es2021yybif,0,,3
20211221,141541.000,28.5549,-17.8397,13.0,3.0,0,0,0,0, es2021yxzyb,0,,3
20211221,130159.000,28.5635,-17.8268,8.7,2.4,0,0,0,0, es2021yxxmv,0,,3
20211221,070436.000,28.5698,-17.868,7.7,1.9,0,0,0,0, es2021yxlsg,0,,3
20211221,053704.000,28.5938,-17.8836,38.2,2.1,0,0,0,0, es2021yxivd,0,,3
20211221,044833.000,28.5612,-17.8417,11.2,1.9,0,0,0,0, es2021yxhfo,0,,3
20211220,235713.000,28.561,-17.8359,13.5,2.3,0,0,0,0, es2021ywxpp,0,,3
20211220,231203.000,28.583,-17.9025,5.8,1.7,0,0,0,0, es2021ywwcw,0,,3
20211220,221540.000,28.5599,-17.8502,10.9,1.9,0,0,0,0, es2021ywugm,0,,3
20211220,211145.000,28.5558,-17.8503,12.2,1.9,0,0,0,0, es2021ywsdq,0,,3
20211220,191600.000,28.6051,-17.8306,11.9,2.1,0,0,0,0, es2021ywoij,0,,3
20211220,190014.000,28.5606,-17.8404,9.7,2.0,0,0,0,0, es2021ywnuv,0,,3
20211220,060227.000,28.5551,-17.8603,13.7,2.0,0,0,0,0, es2021yvodp,0,,3
20211220,055735.000,28.5395,-17.8214,11.1,1.7,0,0,0,0, es2021yvnzl,0,,3
20211220,035923.000,28.5473,-17.8534,11.6,1.7,0,0,0,0, es2021yvkca,0,,3
20211220,031352.000,28.5545,-17.8429,12.2,1.8,0,0,0,0, es2021yvioz,0,,3
20211220,010412.000,28.5496,-17.8536,11.3,1.7,0,0,0,0, es2021yvehq,0,,3
20211220,005300.000,28.5598,-17.8903,35.6,2.3,0,0,0,0, es2021yvdye,0,,3
20211219,235921.000,28.5556,-17.8465,13.1,1.7,0,0,0,0, es2021yvced,0,,3
20211219,235431.000,28.5577,-17.8374,11.7,2.0,0,0,0,0, es2021yvbzy,0,,3
20211219,230442.000,28.6029,-17.902,36.1,2.3,0,0,0,0, es2021yvajf,0,,3
20211219,225111.000,28.5484,-17.8659,11.7,1.7,0,0,0,0, es2021yuzxq,0,,3
20211219,222727.000,28.5429,-17.8584,39.0,2.0,0,0,0,0, es2021yuzdg,0,,3
20211219,221601.000,28.538,-17.8474,36.0,2.0,0,0,0,0, es2021yuytl,0,,3
20211219,220202.000,28.5692,-17.9094,36.0,2.1,0,0,0,0, es2021yuyhl,0,,3
20211219,215714.000,28.5773,-17.9036,35.0,2.1,0,0,0,0, es2021yuydi,0,,3
20211219,213645.000,28.5976,-17.8719,34.3,2.3,0,0,0,0, es2021yuxlw,0,,3
20211219,211958.000,28.5574,-17.8418,10.7,1.9,0,0,0,0, es2021yuwxj,0,,3
20211219,201636.000,28.5788,-17.8594,16.0,1.9,0,0,0,0, es2021yuuuz,0,,3
20211219,201315.000,28.5731,-17.9255,33.7,2.2,0,0,0,0, es2021yuusd,0,,3
20211219,201038.000,28.5628,-17.8449,10.4,2.1,0,0,0,0, es2021yuupw,0,,3
20211219,195628.000,28.6287,-17.8044,37.4,2.5,0,0,0,0, es2021yuuds,0,,3
20211219,190434.000,28.618,-17.8859,4.0,1.4,0,0,0,0, es2021yuslf,0,,3
20211219,185911.000,28.5425,-17.8301,35.0,2.0,0,0,0,0, es2021yusgp,0,,3
20211219,183807.000,28.5698,-17.8667,12.8,1.9,0,0,0,0, es2021yuron,0,,3
20211219,182150.000,28.563,-17.8457,13.0,1.7,0,0,0,0, es2021yurao,0,,3
20211219,180627.000,28.6182,-17.8793,1.6,1.3,0,0,0,0, es2021yuqni,0,,3
20211219,171838.000,28.6106,-17.8602,3.0,0.8,0,0,0,0, es2021yuoyi,0,,3
20211219,165414.000,28.6137,-17.8501,4.0,1.5,0,0,0,0, es2021yuodk,0,,3
20211219,164831.000,28.5915,-17.8454,8.0,1.4,0,0,0,0, es2021yunym,0,,3
20211219,163533.000,28.5542,-17.8426,13.9,2.0,0,0,0,0, es2021yunnk,0,,3
20211219,161009.000,28.6225,-17.9143,12.5,1.8,0,0,0,0, es2021yumro,0,,3
20211219,155755.000,28.5539,-17.836,10.8,1.8,0,0,0,0, es2021yumhc,0,,3
20211219,154313.000,28.545,-17.8607,11.4,1.8,0,0,0,0, es2021yulum,0,,3
20211219,153248.000,28.619,-17.8153,33.9,2.4,0,0,0,0, es2021yulln,0,,3
20211219,130537.000,28.6067,-17.888,3.8,1.6,0,0,0,0, es2021yugpg,0,,3
20211219,130158.000,28.5627,-17.8254,10.5,2.0,0,0,0,0, es2021yugmd,0,,3
20211219,111958.000,28.5655,-17.81,9.0,1.7,0,0,0,0, es2021yudcq,0,,3
20211219,104158.000,28.5552,-17.8356,11.4,2.2,0,0,0,0, es2021yubwa,0,,3
20211219,085815.000,28.5755,-17.8317,11.1,1.7,0,0,0,0, es2021ytylb,0,,3
20211219,084122.000,28.6197,-17.8788,2.3,2.3,0,0,0,0, es2021ytxwc,0,,3
20211219,082106.000,28.5814,-17.8473,15.1,1.9,0,0,0,0, es2021ytxer,0,,3
20211219,053155.000,28.6196,-17.9076,2.1,1.6,0,0,0,0, es2021ytrpz,0,,3
20211219,045542.000,28.5674,-17.847,35.6,2.5,0,0,0,0, es2021ytqla,0,,3
20211219,032140.000,28.5877,-17.8202,40.0,3.2,0,0,0,0, es2021ytnij,0,,3
20211219,004018.000,28.6243,-17.8808,1.1,1.6,0,0,0,0, es2021ythzw,0,,3
20211218,210342.000,28.5578,-17.844,10.6,2.3,0,0,0,0, es2021ytawb,0,,3
20211218,203839.000,28.5825,-17.8994,35.9,2.3,0,0,0,0, es2021ytaao,0,,3
20211218,203639.000,28.614,-17.8612,34.4,2.4,0,0,0,0, es2021yszyw,0,,3
20211218,073758.000,28.5683,-17.8551,9.5,1.4,0,0,0,0, es2021ysagv,0,,3
20211218,064339.000,28.6032,-17.8278,33.2,2.1,0,0,0,0, es2021yrymg,0,,3
20211218,064128.000,28.5539,-17.8412,8.7,2.0,0,0,0,0, es2021yrykf,0,,3
20211218,063328.000,28.5947,-17.8809,7.3,1.2,0,0,0,0, es2021yrydn,0,,3
20211218,063218.000,28.5653,-17.8492,10.3,1.5,0,0,0,0, es2021yrycm,0,,3
20211218,062625.000,28.5588,-17.8359,8.8,1.9,0,0,0,0, es2021yrxwr,0,,3
20211218,051459.000,28.6116,-17.9165,10.7,1.6,0,0,0,0, es2021yrvod,0,,3
20211218,050657.000,28.616,-17.8356,11.6,1.5,0,0,0,0, es2021yrvhh,0,,3
20211218,042311.000,28.5561,-17.8457,13.0,1.9,0,0,0,0, es2021yrtvt,0,,3
20211218,042142.000,28.5634,-17.8272,15.6,1.5,0,0,0,0, es2021yrtul,0,,3
20211218,042022.000,28.5791,-17.8894,15.5,1.5,0,0,0,0, es2021yrtti,0,,3
20211218,040757.000,28.6282,-17.8416,12.7,1.6,0,0,0,0, es2021yrtir,0,,3
20211218,040614.000,28.5641,-17.8547,10.9,1.1,0,0,0,0, es2021yrthe,0,,3
20211218,035253.000,28.5922,-17.8714,36.9,1.7,0,0,0,0, es2021yrsvt,0,,3
20211218,034314.000,28.5569,-17.8195,10.1,1.9,0,0,0,0, es2021yrsnm,0,,3
20211218,033703.000,28.6322,-17.8108,38.0,2.0,0,0,0,0, es2021yrsie,0,,3
20211218,032638.000,28.5939,-17.8241,3.7,0.9,0,0,0,0, es2021yrrzg,0,,3
20211218,021604.000,28.5528,-17.8381,11.4,1.0,0,0,0,0, es2021yrpqi,0,,3
20211218,011705.000,28.549,-17.8374,10.0,2.6,0,0,0,0, es2021yrnry,0,,3
20211217,234007.000,28.5621,-17.8538,12.8,1.3,0,0,0,0, es2021yrkmy,0,,3
20211217,223522.000,28.5764,-17.8438,13.2,1.5,0,0,0,0, es2021yrijj,0,,3
20211217,221300.000,28.5908,-17.8411,33.1,2.7,0,0,0,0, es2021yrhqd,0,,3
20211217,214748.000,28.5882,-17.8236,33.3,1.8,0,0,0,0, es2021yrguo,0,,3
20211217,212343.000,28.6067,-17.896,3.9,1.1,0,0,0,0, es2021yrfzx,0,,3
20211217,211748.000,28.5762,-17.8864,32.5,1.7,0,0,0,0, es2021yrfuv,0,,3
20211217,210225.000,28.5582,-17.8366,13.1,1.8,0,0,0,0, es2021yrfhp,0,,3
20211217,200021.000,28.5579,-17.8348,14.4,1.7,0,0,0,0, es2021yrdgi,0,,3
20211217,191949.000,28.5955,-17.8213,32.5,2.2,0,0,0,0, es2021yrbxr,0,,3
20211217,181624.000,28.594,-17.8216,38.2,2.2,0,0,0,0, es2021yqzvj,0,,3
20211217,163612.000,28.5952,-17.8546,36.4,2.7,0,0,0,0, es2021yqwng,0,,3
20211217,163205.000,28.5611,-17.8217,14.6,1.9,0,0,0,0, es2021yqwjr,0,,3
20211217,162504.000,28.583,-17.8379,34.5,2.4,0,0,0,0, es2021yqwdr,0,,3
20211217,154942.000,28.5963,-17.8149,36.1,2.4,0,0,0,0, es2021yquzi,0,,3
20211217,154509.000,28.5704,-17.8552,12.3,1.9,0,0,0,0, es2021yquvl,0,,3
20211217,150630.000,28.6238,-17.8708,2.0,1.5,0,0,0,0, es2021yqtoh,0,,3
20211217,145459.000,28.5595,-17.846,14.3,2.8,0,0,0,0, es2021yqtel,0,,3
20211217,131234.000,28.6041,-17.824,34.4,2.6,0,0,0,0, es2021yqpun,0,,3
20211217,121954.000,28.6177,-17.8038,32.7,2.5,0,0,0,0, es2021yqobj,0,,3
20211217,113152.000,28.5973,-17.8481,33.5,2.8,0,0,0,0, es2021yqmme,0,,3
20211217,112405.000,28.5915,-17.8451,33.8,2.4,0,0,0,0, es2021yqmfo,0,,3
20211217,112001.000,28.5935,-17.824,34.5,2.5,0,0,0,0, es2021yqmbz,0,,3
20211217,091436.000,28.6081,-17.8657,4.0,1.9,0,0,0,0, es2021yqhyk,0,,3
20211217,082523.000,28.6096,-17.8245,11.4,1.5,0,0,0,0, es2021yqgic,0,,3
20211217,080643.000,28.5989,-17.9042,8.7,1.6,0,0,0,0, es2021yqfsd,0,,3
20211217,080238.000,28.58,-17.9069,7.6,1.6,0,0,0,0, es2021yqfor,0,,3
20211217,075712.000,28.5692,-17.8559,10.8,1.8,0,0,0,0, es2021yqfjz,0,,3
20211217,075318.000,28.559,-17.8462,10.7,1.6,0,0,0,0, es2021yqfgr,0,,3
20211217,070747.000,28.5655,-17.8501,10.5,1.5,0,0,0,0, es2021yqdtp,0,,3
20211217,061948.000,28.5572,-17.8682,12.7,1.6,0,0,0,0, es2021yqcel,0,,3
20211217,055150.000,28.6068,-17.8632,34.3,1.9,0,0,0,0, es2021yqbgl,0,,3
20211217,055053.000,28.6566,-17.8301,39.5,2.1,0,0,0,0, es2021yqbfs,0,,3
20211217,054320.000,28.5913,-17.8419,38.2,1.9,0,0,0,0, es2021yqazd,0,,3
20211217,052932.000,28.5693,-17.8383,11.9,1.4,0,0,0,0, es2021yqani,0,,3
20211217,044850.000,28.631,-17.887,0.1,1.7,0,0,0,0, es2021ypzek,0,,3
20211217,043807.000,28.5615,-17.8688,14.1,1.1,0,0,0,0, es2021ypyvg,0,,3
20211217,043606.000,28.5548,-17.8448,11.7,1.1,0,0,0,0, es2021ypytm,0,,3
20211217,042538.000,28.5929,-17.8404,38.0,2.4,0,0,0,0, es2021ypykl,0,,3
20211217,041749.000,28.5525,-17.8385,11.5,1.1,0,0,0,0, es2021ypydu,0,,3
20211217,034927.000,28.5843,-17.8249,38.3,2.4,0,0,0,0, es2021ypxfl,0,,3
20211217,033227.000,28.5888,-17.8357,36.2,2.0,0,0,0,0, es2021ypwqx,0,,3
20211217,032749.000,28.548,-17.8409,16.4,1.4,0,0,0,0, es2021ypwmy,0,,3
20211217,032512.000,28.5576,-17.8631,10.1,1.3,0,0,0,0, es2021ypwkr,0,,3
20211217,032327.000,28.5617,-17.8204,10.7,1.8,0,0,0,0, es2021ypwje,0,,3
20211217,014943.000,28.5779,-17.8362,13.0,1.2,0,0,0,0, es2021yptgt,0,,3
20211217,011757.000,28.5504,-17.8407,10.8,1.6,0,0,0,0, es2021ypsfl,0,,3
20211217,011210.000,28.6292,-17.8536,40.7,1.9,0,0,0,0, es2021ypsan,0,,3
20211217,004615.000,28.5868,-17.8043,36.0,2.3,0,0,0,0, es2021yprej,0,,3
