-17.83913 28.59362 17.91954 2017 10  8  1 23  2.150 2.6
-17.85019 28.61543 16.46173 2017 10  8  6 35 10.500 1.7
-17.86188 28.59601 15.85735 2017 10  8 17 43  4.530 1.9
-17.84851 28.61623 16.13222 2017 10  8 20  3 51.030 1.5
-17.84436 28.61275 14.66237 2017 10  8 21 19 14.080 1.3
-17.83711 28.59764 15.79597 2017 10  8 21 38 27.870 1.9
-17.81068 28.59316 14.76199 2017 10  8 22  6  8.990 1.4
-17.83858 28.59024 14.46967 2017 10  8 22 39  1.130 1.3
-17.87372 28.58678 16.96385 2017 10  8 22 39 48.220 1.2
-17.83923 28.59544 15.89579 2017 10  8 22 43  3.010 1.3
-17.83022 28.61841 13.86992 2017 10  8 23  2 12.810 1.2
-17.84863 28.61072 12.46693 2017 10  8 23 22 26.780 1.1
-17.86301 28.59274 16.30031 2017 10  8 23 33 58.590 1.6
-17.84357 28.59955 15.72518 2017 10  9  0  3 32.520 2.1
-17.86261 28.60974 16.43563 2017 10  9  0 12 59.030 1.8
-17.84354 28.60105 16.03677 2017 10  9  0 20 59.330 1.7
-17.84857 28.60003 14.82304 2017 10  9  1 20 32.810 2.0
-17.83858 28.59243 16.96563 2017 10  9  6 11 37.400 1.8
-17.84619 28.59263 16.28257 2017 10 11  3 26 43.080 1.2
-17.87115 28.60396 12.82595 2017 10 13 13 52 36.860 1.3
-17.85284 28.60387 13.45216 2017 10 13 14 34  1.850 1.7
-17.84604 28.59803 14.51861 2017 10 13 18 20 17.750 1.4
-17.83971 28.60878 11.75845 2017 10 13 18 58 24.860 1.4
-17.85645 28.61061 12.80600 2017 10 13 19 22 42.580 1.5
-17.85999 28.59902 14.56210 2017 10 13 19 34 43.225 0.9
-17.85562 28.61595 12.59402 2017 10 13 19 41  5.340 1.4
-17.87518 28.59038 13.75803 2017 10 13 19 42 43.329 0.8
-17.85562 28.60585 12.48320 2017 10 13 19 47 41.216 0.8
-17.84067 28.60328 14.16990 2017 10 13 19 50 56.812 0.8
-17.82899 28.62749 11.28765 2017 10 13 19 52 27.294 0.7
-17.87613 28.60563 10.82224 2017 10 13 20 17  8.300 1.5
-17.84515 28.61185 11.03296 2017 10 13 20 31 25.210 1.2
-17.88330 28.56912  5.50137 2017 10 13 20 31 38.681 0.8
-17.87180 28.59077 12.12824 2017 10 13 20 35 21.534 0.9
-17.84924 28.59694 15.78114 2017 10 13 20 51 20.800 1.5
-17.84024 28.60600 12.95731 2017 10 13 20 52 12.984 0.8
-17.86960 28.60074 14.69343 2017 10 13 20 54 56.737 1.2
-17.84259 28.59994 13.48876 2017 10 13 20 58 34.524 0.8
-17.83155 28.61472 12.30241 2017 10 13 21  0 57.390 0.9
-17.86224 28.61494 13.99130 2017 10 13 22 29 46.208 0.8
-17.84833 28.61100 14.03487 2017 10 13 23 20 10.299 0.9
-17.84830 28.60508 14.93221 2017 10 13 23 28 34.554 1.1
-17.82652 28.62190 13.78912 2017 10 13 23 29 20.009 0.7
-17.86810 28.60679 13.08857 2017 10 13 23 30 45.352 0.9
-17.85358 28.60608 14.92092 2017 10 13 23 53 22.463 0.8
-17.80546 28.63497 12.39517 2017 10 14  0 17 23.457 0.6
-17.83957 28.62457 14.98616 2017 10 14  1 51 13.333 0.8
-17.84467 28.61596 15.08379 2017 10 14  2  5  7.977 0.8
-17.84229 28.60058 14.57609 2017 10 14  2 18 27.248 0.9
-17.85248 28.61908 14.63832 2017 10 14  3 33 35.473 0.8
-17.83371 28.61659 16.44610 2017 10 14  4 17 41.670 1.1
-17.85168 28.57522  6.70339 2017 10 19  1 58 59.474 1.2
-17.84531 28.62428 17.52067 2018  2 10 23 23  7.892 1.3
-17.86523 28.60195 18.22749 2018  2 11 12 11  8.396 1.4
-17.83815 28.60065 18.82530 2018  2 11 12 18 54.571 1.4
-17.85281 28.61106 18.71980 2018  2 11 17 12 23.553 1.3
-17.84473 28.61151 18.98638 2018  2 11 18  1 28.523 1.3
-17.83808 28.62173 18.76973 2018  2 12  8  1 23.496 1.2
-17.83968 28.62205 18.03454 2018  2 12  9 17 21.533 1.4
-17.84183 28.62882 17.98681 2018  2 12  9 20 17.409 1.3
-17.87613 28.60872 18.09109 2018  2 12  9 50  2.941 1.4
-17.83430 28.63612 18.39041 2018  2 12  9 54  8.188 1.3
-17.85349 28.62102 19.25473 2018  2 12 20 56 14.066 1.1
-17.84799 28.62961 15.98147 2018  2 13  5 18 49.261 1.0
-17.85358 28.61551 20.63905 2018  2 13  5 27 20.659 1.2
-17.85632 28.58477 19.28441 2018  2 13 14 56  1.694 1.2
-17.78106 28.62044 15.66114 2018  2 14  1  8 21.433 1.2
-17.86099 28.59764 17.43330 2018  2 14  1 18 29.154 1.1
-17.84891 28.60472 17.72476 2018  2 14  1 22 20.422 1.1
-17.84592 28.60362 17.42938 2018  2 14  1 25  7.588 1.1
-17.84375 28.59992 17.65674 2018  2 14  1 27 39.305 1.2
-17.85129 28.60728 17.73648 2018  2 14  1 28 48.435 1.2
-17.84396 28.60467 17.09923 2018  2 14  1 32 18.392 1.1
-17.86566 28.60461 18.36045 2018  2 14  1 57 52.522 1.2
-17.81202 28.61881 16.78457 2018  2 14  1 58 11.578 1.1
-17.84415 28.61286 17.87387 2018  2 14  1 59 15.897 1.2
-17.81991 28.61365 14.83493 2018  2 14  2  0 57.220 1.1
-17.83154 28.60807 16.28827 2018  2 14  2  2 38.360 1.1
-17.83875 28.60493 17.25345 2018  2 14  2  4 47.774 1.1
-17.90372 28.60190 16.83504 2018  2 14  2  6  0.521 1.3
-17.89059 28.61350 16.67405 2018  2 14  2  7 49.432 1.0
-17.82689 28.60710 16.19431 2018  2 14  2  9 32.895 1.0
-17.83717 28.60547 16.19125 2018  2 14  2 15  2.477 1.1
-17.84857 28.60051 16.93439 2018  2 14  2 22 51.681 1.1
-17.85077 28.60068 16.64380 2018  2 14  2 26 47.374 1.0
-17.85910 28.62223 15.53891 2018  2 14  2 28  7.330 1.9
-17.84985 28.60884 17.13001 2018  2 14  2 28 40.571 1.0
-17.82419 28.61440 15.76464 2018  2 14  2 29 24.097 1.1
-17.85492 28.60695 17.13925 2018  2 14  2 29 53.222 1.0
-17.81656 28.62139 15.32831 2018  2 14  2 30 47.099 1.0
-17.83675 28.61513 16.27749 2018  2 14  2 31  7.724 1.0
-17.86981 28.60200 17.52781 2018  2 14  2 32 11.390 1.1
-17.84393 28.61197 16.60510 2018  2 14  2 33 51.303 1.1
-17.84174 28.60535 17.67250 2018  2 14  2 34 38.049 1.1
-17.83947 28.60106 18.21277 2018  2 14  2 37 10.475 0.9
-17.85043 28.60849 16.68552 2018  2 14  2 39 51.224 1.0
-17.86084 28.60410 18.09896 2018  2 14  2 41 21.621 1.0
-17.83968 28.60765 15.82111 2018  2 14  2 45  7.552 1.0
-17.88483 28.61901 17.15005 2018  2 14  2 49 41.060 1.0
-17.83235 28.60741 17.25653 2018  2 14  2 51  3.085 1.2
